text,url,platform
"Đồng ý với kênh. Nếu không có Viettel chăc dân mình đến giờ vẫn dùng cục gạch để nghe gọi và nt thôi.vì giá mạng của vina và mobi quá đắt đỏ. Từ khi có Viettel mới kéo giá cước xuống nhiều không chỉ người dùng VN mà cả khách QT cũng phải khâm phục. Ngoài ra phải kể đến Vingroup của bác Phạm Nhật Vượng nữa cũng sẽ góp phần giúp người dân Phổ cập xe điện... Mong sẽ có nhiều người có tâm, có tầm giúp cho người dân nước nhà sớm hòa nhập với các nước tiên tiến.",https://youtu.be/58wqFZnsVk4,YouTube
Mong sẽ có nhiều công ty công nghệ của VN phát triển. Là 1 sv ngành kỹ thuật luôn muốn điều đó xảy ra,https://youtu.be/58wqFZnsVk4,YouTube
"Mình đang làm viễn thông của FPT, có một thời gian đi làm cùng các ông chú viettel và quân đội, lính thông tin liên lạc.",https://youtu.be/58wqFZnsVk4,YouTube
"Dù mới chỉ là 1 intern quèn của 1 công ty của viettel , em cũng thấy tự hào vch . E cũng đã học hỏi rất nhiều từ văn hóa và tư duy, tác phong làm việc của họ . 1 từ thôi ""Xịnnnn""",https://youtu.be/58wqFZnsVk4,YouTube
Quá tự hào nhà mình nhiều người làm ở viettel ở nhiều mảng,https://youtu.be/58wqFZnsVk4,YouTube
Content chất lượng như mọi khi :)),https://youtu.be/58wqFZnsVk4,YouTube
Viettel vẫn là chân ái,https://youtu.be/58wqFZnsVk4,YouTube
"Tôi đã từng đi tất cả 12 nước phát triển, gồm Đức, Pháp, Bỉ, Hà Lan, Nhật, Úc, New Zealand...Nhưng chưa thấy ở đâu internet nhanh và rẻ như Việt Nam. Đây chính là điều rất tốt cho người dân, nhất là giới trẻ nâng cao cơ hội học tập.",https://youtu.be/58wqFZnsVk4,YouTube
Rất ủng hộ công nghệ cao tự động hóa cao của VN,https://youtu.be/58wqFZnsVk4,YouTube
Hồi đó tôi nhớ nhà nào ở xóm tui củng có 1 cái đt bàn lấy cuốn sổ ra ghi số dô nhà tôi bán tập hoá nó reo cả ngày  giờ thì hết rồi,https://youtu.be/58wqFZnsVk4,YouTube
Đi nơi xa chỉ sử dụng Vietel,https://youtu.be/58wqFZnsVk4,YouTube
Tôi đi làm 1 công ty là đối tác của Viettel mới biết Viettel khủng tới cỡ nào,https://youtu.be/58wqFZnsVk4,YouTube
Bây giờ đầu tư 5G hay như internet vệ tinh mới đúng,https://youtu.be/58wqFZnsVk4,YouTube
Sau khi xem mình đã lấy lại động lực tốt nghiệp ngành viễn thông của mình. Thực sự đợt vừa rồi mình đi thực tập ở VNPT mà góc nhìn thấy chỉ đơn giản mua nguyên vật liệu của Trung Quốc rồi về lắp trụ thấy cũng hơi hơi ... Nhưng rồi hiểu thêm cả về kinh tế nữa nên nó cũng là bài toán mà không nhiều nước làm được. Tự hào hai tiếng Việt Nam,https://youtu.be/58wqFZnsVk4,YouTube
Viettel quá đẳng cấp  yêu Việt Nam,https://youtu.be/58wqFZnsVk4,YouTube
"Dân ta còn có câu "" Sóng Viettel phủ đến đâu, đất Việt Nam đến đó """,https://youtu.be/58wqFZnsVk4,YouTube
Sao càng xem càng thấy tự hào,https://youtu.be/58wqFZnsVk4,YouTube
Nói đến viettel thì chỉ có nói theo cách của bạn.,https://youtu.be/58wqFZnsVk4,YouTube
tự hào phẩm chất của những người lính Cụ Hồ,https://youtu.be/58wqFZnsVk4,YouTube
good video,https://youtu.be/58wqFZnsVk4,YouTube
Ỏ con moè cuti thế,https://youtu.be/58wqFZnsVk4,YouTube
"2 điều thú vị trong video:
1-Viettel
2-Samugạo
3- M Ề O",https://youtu.be/58wqFZnsVk4,YouTube
Chiến lược lấy nông thôn vây thành thị là cái độc đáo  giống như đánh Mỹ trước đây,https://youtu.be/58wqFZnsVk4,YouTube
"Nhà t ở SG xài mạng Viettel chắc cũng hơn 15 năm. Lần nào về VN xài, t cũng thấy mạng ổn áp",https://youtu.be/58wqFZnsVk4,YouTube
"Cái hay của Viettel là ở thành thị thì đôi khi nó gặp trục trặc, mình đang nói lắp đặt wifi tại nhà ấy, còn 4G của Viettel dùng tốt. Nhưng ở vùng sâu vùng xa thì lại khác, trước mình có lên vùng Tây Giang Quảng Nam, núi cao trập trùng, các hãng khác đều mất sóng hết mà Viettel lại có, hay ghê",https://youtu.be/58wqFZnsVk4,YouTube
Tóc ông admin này nhìn hài vãi,https://youtu.be/58wqFZnsVk4,YouTube
"Đúng như hình ảnh lúc đầu vdeo.nếu con chó,con mèo mà thông minh n cũng có thể sd internet ở vn khắp mọi nơi",https://youtu.be/58wqFZnsVk4,YouTube
Pha cốc cà phê mà để đâu rồi ông Gạo,https://youtu.be/58wqFZnsVk4,YouTube
Viettel.lớn mạnh..thu nhập cao..,https://youtu.be/58wqFZnsVk4,YouTube
viettel họ cx bắt đầu sang lĩnh vực bán dẫn,https://youtu.be/58wqFZnsVk4,YouTube
Tôi chỉ tin tưởng sử dụng công nghệ của Vittel,https://youtu.be/58wqFZnsVk4,YouTube
"trc ở trên rừng ở khu vực biên Lao Bảo vẫn có sóng 4g viettel để livesteam ầm ầm, ảo thật",https://youtu.be/58wqFZnsVk4,YouTube
Tóc anh gạo lạ vậy:),https://youtu.be/58wqFZnsVk4,YouTube
Khâm phục về lĩnh vực quân sự.,https://youtu.be/58wqFZnsVk4,YouTube
Thứ tôi quan tâm là quả tóc mới của ông Gạo,https://youtu.be/58wqFZnsVk4,YouTube
nhìn mắt bác này có vẻ thiếu ngủ nhỉ :D,https://youtu.be/58wqFZnsVk4,YouTube
Mèo dễ cưng hehe!,https://youtu.be/58wqFZnsVk4,YouTube
Nhớ thời mua sim 60k có sẵn 185k. Số đẹp mua mấy chục ngàn. Giờ chỉ cần đầu 09 mà có xuất hiện 68 thôi là mấy triệu,https://youtu.be/58wqFZnsVk4,YouTube
"Góp ý một chút. Nói bớt múa tay, múa quá nhiều nhìn kỳ cục lắm. Học mấy ac biên tập viên vtv ấy. Họ nói không đảo mắt, tay giữ im, biểu cảm ít.",https://youtu.be/58wqFZnsVk4,YouTube
Hồi cấp 3 tôi đã từng k liên lạc được vì cả lớp dùng sim Viettel. Có mỗi tôi vì con nhà bưu chính viễn thông nên dùng sim VNPT,https://youtu.be/58wqFZnsVk4,YouTube
Đã gom cổ phiếu VGI từ vài năm nay,https://youtu.be/58wqFZnsVk4,YouTube
Cháu toàn cmt không liên quan video nhưng mèo của chú Gạo đẹp thật ấy.,https://youtu.be/58wqFZnsVk4,YouTube
bây giờ họ sản xuất cả vũ khí quân sự rồi,https://youtu.be/58wqFZnsVk4,YouTube
Ai còn nhớ vụ động cơ tên lửa...?,https://youtu.be/58wqFZnsVk4,YouTube
Kênh lại đổi hướng phát triển nữa hả a,https://youtu.be/58wqFZnsVk4,YouTube
Cho hỏi anh Gạo thích uống cafe pha máy hay cafe pha phin hơn ạ?,https://youtu.be/58wqFZnsVk4,YouTube
Kể cũng kì lạ vì vid ko đề cập đến một mảng mà Viettel rất nổi gần đây là chế hàng nóng :V,https://youtu.be/58wqFZnsVk4,YouTube
"Mấy nước không có công ty, tập đoàn viễn thông nào vào chiếm lĩnh là Viettel lập tức phi vào ôm trọn cả đất nước đó luôn =))",https://youtu.be/58wqFZnsVk4,YouTube
"Vậy chớ ở trong nước hóa đơn thu tiền tên khách hàng lại ghi chữ thường, ko tin thì để ý sẽ thấy",https://youtu.be/58wqFZnsVk4,YouTube
Mong 7 giờ tối các anh hông bóp băng thông nữa,https://youtu.be/58wqFZnsVk4,YouTube
"Công nhận ở ngoài thấy Viettel cũng to, cơ mà nếu gia nhập thì ban đầu còn thấy to hơn mình tưởng tượng rất nhiều",https://youtu.be/58wqFZnsVk4,YouTube
Ai đã từng dùng gói cước Z60 điểm danh cái nhỉ,https://youtu.be/58wqFZnsVk4,YouTube
"ai biết tên bài nhạc đầu vid ko cho mình xin với, thank ạ",https://youtu.be/58wqFZnsVk4,YouTube
Mong Viettel phát triển mạnh phủ sóng thêm nhiều quốc gia.,https://youtu.be/58wqFZnsVk4,YouTube
quái vật không phải nói quá,https://youtu.be/58wqFZnsVk4,YouTube
Nay trông bảnh,https://youtu.be/58wqFZnsVk4,YouTube
"Rất là ủng hộ Viettel! Tôi là 1 người hệ sinh thái Viettel. Tôi ko có ý gì nhưng tôi ko thể chấp nhận đc 2 lần làm việc với mobi và vina, thái độ rất trịnh thượng, ko cần khách, xin thưa là em cũng m éo cần anh chị =))",https://youtu.be/58wqFZnsVk4,YouTube
intro là bài gì vậy ạ?,https://youtu.be/58wqFZnsVk4,YouTube
mình đổi sim mobi qua viettel mà mobi ko cho đổi trong khi sóng mobi lúc có lúc ko chán,https://youtu.be/58wqFZnsVk4,YouTube
cmt đầu,https://youtu.be/58wqFZnsVk4,YouTube
"Street light wifi , electrical substation , cars trucks , appliance link a web of communication and for long distance use sun light and moon and telegraph technology and data enscryption and hide under ocean oe under river and use light as antana and camera reading transceivers cheaper",https://youtu.be/58wqFZnsVk4,YouTube
"Viettel giờ chuyển hướng sang rada và công nghệ quốc phòng rồi. Ngày xưa trong kháng chiến chống mỹ mình bị mẽo thử nghiệm nhiều chiến thuật chiến tranh hiện đại quá, được tiếp xúc sớm, học nên giờ VN mình hơi bị có số má đấy ( mà VN mình toàn chơi kiểu án binh bất động, khi nào có hàng ngon hơn mới công khai sở hữu hàng nóng , xin trong QK )",https://youtu.be/58wqFZnsVk4,YouTube
Cuốn death note để đâu r ô :)),https://youtu.be/58wqFZnsVk4,YouTube
Anh Đạt nay đẹp trai vcl,https://youtu.be/58wqFZnsVk4,YouTube
Hehe cố lên ae ơi sắp có 5G sử dụng rồi,https://youtu.be/58wqFZnsVk4,YouTube
"mạng viettel đắt, mà còn ngông nghênh...vvv",https://youtu.be/58wqFZnsVk4,YouTube
Âu mỹ tự do mà k vào được ah,https://youtu.be/58wqFZnsVk4,YouTube
"VNPT là hãng viễn thông đầu nghành của Việt Nam mà quá kém luôn, quá trì trệ và chậm tiến, may mà có Viettel mà người Việt mở tầm mắt chứ để ông VNPT có mà vẫn còn lầy lội lắm",https://youtu.be/58wqFZnsVk4,YouTube
Ô có tóc mới hả;-;,https://youtu.be/58wqFZnsVk4,YouTube
Mạng ở vùng cao  mạnh hơn ở tp   đấy mọi người nhé!,https://youtu.be/58wqFZnsVk4,YouTube
"sai thông tin ở mozambique nha vì movitell có một đối thủ lớn hơn từ Anh Quốc cho nên movitell k thể thống lĩnh thị trường viễn thông, ngoài ra còn rất chật vật với thị trường vì dân trí bên họ thấp. Những xung đột, sự cố như kho điện thoại, kho sim liên tục bị mất cắp. Nên movitell đang trong giai đoạn rất khó khăn",https://youtu.be/58wqFZnsVk4,YouTube
Sao k nhắc tới yếu tố quân đội,https://youtu.be/58wqFZnsVk4,YouTube
2009 mua cái sim HSSV giờ vẫn đang dùng kkkk,https://youtu.be/58wqFZnsVk4,YouTube
Tập đoàn thành phố xo,https://youtu.be/58wqFZnsVk4,YouTube
kiểu j cx có mấy đứa ất ơ vào bảo: Cầm AK làm kinh tế cho xem :))),https://youtu.be/58wqFZnsVk4,YouTube
Bạn này có làm bên spiderum hả,https://youtu.be/58wqFZnsVk4,YouTube
"Viettel đúng kiểu việc ta làm có đảng phù hộ, đường ta đi có nhà nước bảo kê.",https://youtu.be/58wqFZnsVk4,YouTube
Canh tối mình đi làm về thì bóp nguyên ngày chơi k sao tối về thì thôi khỏi nói...,https://youtu.be/58wqFZnsVk4,YouTube
Chỉ góp ý với bạn là hạn chế cử chỉ 2 tay trong khi nói bạn ơi.,https://youtu.be/58wqFZnsVk4,YouTube
bro let's do some haircut,https://youtu.be/58wqFZnsVk4,YouTube
Mytel lên rồi lại xuống,https://youtu.be/58wqFZnsVk4,YouTube
"mỗi tháng nạp đều đều cho ông chú 90k để lấy 2gb 1 ngày,",https://youtu.be/58wqFZnsVk4,YouTube
cf phin mà pha = phin inox là dở dồi,https://youtu.be/58wqFZnsVk4,YouTube
Tưởng tượng 1 công ti viễn thông kiêm công ti quân sự ở 1 nước nào đó thuộc top nhà mạng phổ biến ở nước bạn thì nó sẽ nhu nào,https://youtu.be/58wqFZnsVk4,YouTube
gọn gàng chút cho lịch sự đi broo,https://youtu.be/58wqFZnsVk4,YouTube
đoạn sau chỉ vừa nghe vừa cảm nhận 1 sự tự hào không hề nhẹ trong lồng ngực,https://youtu.be/58wqFZnsVk4,YouTube
"Viettel như là biểu tượng của VN vậy, một chaebol công nghệ nhưng laij nắm dưới sự kiểm soát của nhà nước",https://youtu.be/58wqFZnsVk4,YouTube
"Vt có 1 lợi thế vô cùng lớn đó là có thể điều động 1 lực lượng lính công binh, thông tin , hậu cần của QĐ trong nhièu trường hợp với giá 1gói thuốc vài chai nước mỗi ng.",https://youtu.be/58wqFZnsVk4,YouTube
Nói thật nhà nước ưu ái mobi vs vina chứ cho cạnh tranh sòng phẳng ko áp giá Trần thì chỉ sau 1-2 năm 2 nhà mạng kia đứt,https://youtu.be/58wqFZnsVk4,YouTube
"những   doanh    nghiệp   nào   thành   công   được   ở   VN   thì   không   ngán   bất   cứ   nước   nào,   vì   môi   trường   kinh   doanh   ở   VN  vô  cùng   khắc   nghiệt,   1  sản   phẩm   cổng   hàng   ngàn   thứ   phí,  từ   chính   thước  tới   ko  chính   thức.   Cho   nên   nếu   doanh   nghiệp    nào   vượt   qua   được   giai   đoạn   đầu   và    trung   kì   thì   ko   còn   ngán   bất   cứ   thị   trường   nào.",https://youtu.be/58wqFZnsVk4,YouTube
clip về ouchi hisashi xóa rồi hả anh,https://youtu.be/58wqFZnsVk4,YouTube
"Mấy năm gần đây Viettel đang dậm chân tại chỗ, mấy năm trước đấu thầu mạng bên philippin thua Trung Quốc. Còn Indonesia là thị trường lớn nhưng mãi chưa chen chân vào được. Phải mãi tinh thần khởi nghiệp mới dc",https://youtu.be/58wqFZnsVk4,YouTube
Vl tóc ông gạo lạ quá :)),https://youtu.be/58wqFZnsVk4,YouTube
"Hàng trung quốc bây giờ lên tầm hàng tốt giá phải chăng chứ không còn là hàng giá rẻ nữa nha, hàng âu mũ thì quá chất nhưng cũng quá mắc, thế giới nợ trung quốc rất nhiều",https://youtu.be/58wqFZnsVk4,YouTube
5G ở nông thôn thì còn lâu,https://youtu.be/58wqFZnsVk4,YouTube
Chờ 5g mòn bắt mà không thấy,https://youtu.be/58wqFZnsVk4,YouTube
Bộ đội làm k.t ( nhảm quá ),https://youtu.be/58wqFZnsVk4,YouTube
MN mg ao pe pe1 Al ion cu . Muon mua ao giáp sat .sac .phải qua của hang Al...cu au ba cthcm ai quốc cha .ai quốc con tyty ew tyty tập cam bình ng t bình cốc xuân đường.  Ah như nhat dung thủy to to hông.  Tr btvh CN sq twd nn ... nhà tyty ew tyty ptrong tổng c ty ... rot tu tai đi bình nhat tyty ew tyty ptrong đau tu tai c2.c3 .ng vụ... phải đi lam đại tương thue vụ... vn trung quốc Pháp cu ba tay bạn nha thi dien liên maxcova . ... đong tam cu tri bo quốc phong tw1 tw2 .sg q1 tphcm . Để co trinh tin về tinh đại 500 điện thủy .nhiệt. hoa lua . Thap sang ...tuoi tieu ... bom ... toàn cau trên không giang . Diem duong xh . Đặc lên là viet Tel ai quốc cha .con tyty ew tyty ptrong . 65 p6 2710 rs đo đen  vn nhat trung quốc Pháp. 2b 4b 12b ... nt .,https://youtu.be/58wqFZnsVk4,YouTube
Cũng một phần do nó là tập đoàn quân đội. Nhìn mấy ông nghĩa vụ đi làm hạ tầng khác gì đi đày đâu. Đố VNPT với FPT có nguồn nhân sự chất lượng như vậy.,https://youtu.be/58wqFZnsVk4,YouTube
"Mở đầu ko hợp lý nên ko xem nữa, tay vung nhiều",https://youtu.be/58wqFZnsVk4,YouTube
Tôi lo họ lại hợp tác với Huawei của Tàu thì ảnh hưởng đến an ninh quốc gia!,https://youtu.be/58wqFZnsVk4,YouTube
"Nên thực hiện quốc phòng toàn dân, nam nữ thanh niên tới tuổi đi bộ đội hết, dư cho vào công  ty quốc phòng làm kinh tế. Vừa đào tạo nghề, vừa rèn kỷ luật. Vừa trang bị kiến thức quốc phòng. Quản lý tốt thu chi chắc chắn vẫn có dư tài chính đỡ gánh nặng cho ngân sách chi cho quốc phòng",https://youtu.be/58wqFZnsVk4,YouTube
"Toàn vào chỗ nước nghèo, lạc hậu nhưng lãi cao. Khi nào sp của Vt được các nước giàu có, hiện đại đặt mua rần rần như Xe Vf đang làm thì mới tự hào.",https://youtu.be/58wqFZnsVk4,YouTube
"Cứ thử cấp phép cho Starlink của Elon Musk xem Viettel có hấp hối ngay không, thị trường độc quyền nhóm cạnh tranh ko bình đẳng, ngay cả ông lớn SK hay Hutchison là những công ty hàng đầu về viễn thông vào VN cũng ko sống nổi vì sự cạnh tranh không bình đẳng.",https://youtu.be/58wqFZnsVk4,YouTube
Đây gọi là ảo tưởng và ngộ nhận,https://youtu.be/58wqFZnsVk4,YouTube
Chien thuat cua vietteo lay nong thon vay thanh thi,https://youtu.be/58wqFZnsVk4,YouTube
"Tự hào là CBCNV Tập đoàn Công nghiệp - Viễn thông Quân đội Viettel <(""). 
hungdq30",https://youtu.be/58wqFZnsVk4,YouTube
Chúng tôi người dân Việt Nam cảm ơn các anh đã đem lại niềm tự hào cho người dân Việt Nam mình,https://youtu.be/VR0XdX75uxg,YouTube
Chỉ mong nước nhà phát triển dc nhiều công nghệ về mạng và vũ khí tên lửa và máy bay để bảo vệ tổ quốc,https://youtu.be/VR0XdX75uxg,YouTube
Chúc mừng người Việt 🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳,https://youtu.be/VR0XdX75uxg,YouTube
Việt nam phải tự lực tự cường trong mọi lĩnh vực,https://youtu.be/VR0XdX75uxg,YouTube
Quá tuyệt vời,https://youtu.be/VR0XdX75uxg,YouTube
Chức mừng và tự hào Viettel !,https://youtu.be/VR0XdX75uxg,YouTube
Tu hao Viet nam.tu hao Viettel,https://youtu.be/VR0XdX75uxg,YouTube
Rat hayyyyyyyyy,https://youtu.be/VR0XdX75uxg,YouTube
